,date,Daily_Case_Rate,Face_Masks_Required_in_Public
149,06/19/20,0.004002232356269831,Yes
150,06/20/20,0.0037798861142548396,Yes
151,06/21/20,0.0014452505730974388,Yes
152,06/22/20,0.0010005580890674578,Yes
153,06/23/20,0.0032240205092173633,Yes
154,06/24/20,0.000778211847052467,Yes
155,06/25/20,0.003668712993247345,Yes
156,06/26/20,0.003112847388209868,Yes
157,06/27/20,0.005225136687352278,Yes
158,06/28/20,0.0032240205092173633,Yes
159,06/29/20,0.004002232356269831,Yes
160,06/30/20,0.004335751719292316,Yes
161,07/01/20,0.0032240205092173633,Yes
162,07/02/20,0.0027793280251873823,Yes
163,07/03/20,0.0013340774520899435,Yes
164,07/04/20,0.0,Yes
165,07/05/20,0.0,Yes
166,07/06/20,0.00733742598649469,Yes
167,07/07/20,0.0020011161781349155,Yes
168,07/08/20,0.002556981783172392,Yes
169,07/09/20,0.003446366751232354,Yes
170,07/10/20,0.0028905011461948776,Yes
171,07/11/20,0.0,Yes
172,07/12/20,0.0,Yes
173,07/13/20,0.006336867897427232,Yes
174,07/14/20,0.00011117312100749528,Yes
175,07/15/20,0.003335193630224859,Yes
176,07/16/20,0.004002232356269831,Yes
177,07/17/20,0.003335193630224859,Yes
178,07/18/20,0.0,Yes
179,07/19/20,0.0,Yes
180,07/20/20,0.004002232356269831,Yes
181,07/21/20,0.0021122892991424103,Yes
182,07/22/20,0.005113963566344784,Yes
183,07/23/20,-0.00022234624201499057,Yes
184,07/24/20,0.021678758596461584,Yes
185,07/25/20,0.0,Yes
186,07/26/20,0.0,Yes
187,07/27/20,0.005558656050374765,Yes
188,07/28/20,0.001222904331082448,Yes
189,07/29/20,0.015675410062056836,Yes
190,07/30/20,0.0021122892991424103,Yes
191,07/31/20,0.009338542164629605,Yes
192,08/01/20,0.0,Yes
193,08/02/20,0.0,Yes
194,08/03/20,0.006225694776419736,Yes
195,08/04/20,0.001111731210074953,Yes
196,08/05/20,0.002445808662164896,Yes
197,08/06/20,0.0013340774520899435,Yes
198,08/07/20,0.0017787699361199246,Yes
199,08/08/20,0.0,Yes
200,08/09/20,0.0,Yes
201,08/10/20,0.004335751719292316,Yes
202,08/11/20,0.0028905011461948776,Yes
203,08/12/20,0.00044469248402998114,Yes
204,08/13/20,0.0027793280251873823,Yes
205,08/14/20,0.0017787699361199246,Yes
206,08/15/20,0.0,Yes
207,08/16/20,0.0,Yes
208,08/17/20,0.0094497152856371,Yes
209,08/18/20,-0.000778211847052467,Yes
210,08/19/20,0.000778211847052467,Yes
211,08/20/20,0.002445808662164896,Yes
212,08/21/20,0.002668154904179887,Yes
213,08/22/20,0.0,Yes
214,08/23/20,0.0,Yes
215,08/24/20,0.019788815539334162,Yes
216,08/25/20,0.00044469248402998114,Yes
217,08/26/20,0.009894407769667081,Yes
218,08/27/20,0.0037798861142548396,Yes
219,08/28/20,0.0094497152856371,Yes
220,08/29/20,0.0,Yes
221,08/30/20,0.0,Yes
222,08/31/20,0.012451389552839472,Yes
223,09/01/20,0.0027793280251873823,Yes
224,09/02/20,0.003557539872239849,Yes
225,09/03/20,0.004113405477277326,Yes
226,09/04/20,0.004113405477277326,Yes
227,09/05/20,0.0,Yes
228,09/06/20,0.0,Yes
229,09/07/20,0.0,Yes
230,09/08/20,0.015119544457019359,Yes
231,09/09/20,0.0027793280251873823,Yes
232,09/10/20,0.006336867897427232,Yes
233,09/11/20,0.003668712993247345,Yes
234,09/12/20,0.0,Yes
235,09/13/20,0.0,Yes
236,09/14/20,0.01934412305530418,Yes
237,09/15/20,0.004335751719292316,Yes
238,09/16/20,0.003446366751232354,Yes
239,09/17/20,0.008337984075562146,Yes
240,09/18/20,0.005336309808359774,Yes
241,09/19/20,0.0,Yes
242,09/20/20,0.0,Yes
243,09/21/20,0.013007255157876948,Yes
244,09/22/20,0.004891617324329792,Yes
245,09/23/20,0.0046692710823148026,Yes
246,09/24/20,0.005558656050374765,Yes
247,09/25/20,0.003668712993247345,Yes
248,09/26/20,0.0,Yes
249,09/27/20,0.0,Yes
250,09/28/20,0.014563678851981884,Yes
251,09/29/20,0.007448599107502184,Yes
252,09/30/20,0.007115079744479698,Yes
253,10/01/20,0.008115637833547157,Yes
254,10/02/20,0.012784908915861959,Yes
255,10/03/20,0.0,Yes
256,10/04/20,0.0,Yes
257,10/05/20,0.02734858776784384,Yes
258,10/06/20,0.004113405477277326,Yes
259,10/07/20,0.007670945349517176,Yes
260,10/08/20,0.010339100253697062,Yes
261,10/09/20,0.009560888406644595,Yes
262,10/10/20,0.0,Yes
263,10/11/20,0.0,Yes
264,10/12/20,0.03513070623836851,Yes
265,10/13/20,0.012562562673846969,Yes
266,10/14/20,0.006781560381457213,Yes
267,10/15/20,0.005336309808359774,Yes
268,10/16/20,0.023902221016611488,Yes
269,10/17/20,0.0,Yes
270,10/18/20,0.0,Yes
271,10/19/20,0.03279607069721111,Yes
272,10/20/20,0.016564795030116798,Yes
273,10/21/20,0.008671503438584633,Yes
274,10/22/20,0.012896082036869453,Yes
275,10/23/20,0.016787141272131788,Yes
276,10/24/20,0.0,Yes
277,10/25/20,0.0,Yes
278,10/26/20,0.050472596937402865,Yes
279,10/27/20,0.017343006877169265,Yes
280,10/28/20,0.012340216431831978,Yes
281,10/29/20,0.023568701653589003,Yes
282,10/30/20,0.021011719870416612,Yes
283,10/31/20,0.0,Yes
284,11/01/20,0.0,Yes
285,11/02/20,0.061701082159159884,Yes
286,11/03/20,0.033796628786278565,Yes
287,11/04/20,0.009783234648659584,Yes
288,11/05/20,0.042245785982848214,Yes
289,11/06/20,0.028682665219933783,Yes
290,11/07/20,0.0,Yes
291,11/08/20,0.0,Yes
292,11/09/20,0.07115079744479699,Yes
293,11/10/20,0.03991115044169081,Yes
294,11/11/20,0.04936086572732791,Yes
295,11/12/20,0.033796628786278565,Yes
296,11/13/20,0.06303515961124982,Yes
297,11/14/20,0.0,Yes
298,11/15/20,0.0,Yes
299,11/16/20,0.13151780215186695,Yes
300,11/17/20,0.04113405477277326,Yes
301,11/18/20,0.057587676681882555,Yes
302,11/19/20,0.061367562796137407,Yes
303,11/20/20,0.052918405599567765,Yes
304,11/21/20,0.0,Yes
305,11/22/20,0.0,Yes
306,11/23/20,0.13807701629130917,Yes
307,11/24/20,0.014563678851981884,Yes
308,11/25/20,0.05625359922979262,Yes
309,11/26/20,0.0,Yes
310,11/27/20,0.08704855374886881,Yes
311,11/28/20,0.0,Yes
312,11/29/20,0.0,Yes
313,11/30/20,0.11684295017887755,Yes
314,12/01/20,0.017120660635154276,Yes
315,12/02/20,0.05847706164994253,Yes
316,12/03/20,0.10828261986130042,Yes
317,12/04/20,0.036687129932473445,Yes
318,12/05/20,0.0,Yes
319,12/06/20,0.0,Yes
320,12/07/20,0.23968924889215984,Yes
321,12/08/20,0.08460274508670391,Yes
322,12/09/20,0.0800446471253966,Yes
323,12/10/20,0.08104520521446407,Yes
324,12/11/20,0.07037258559774452,Yes
325,12/12/20,0.0,Yes
326,12/13/20,0.0,Yes
327,12/14/20,0.23991159513417482,Yes
328,12/15/20,0.046803883944155515,Yes
329,12/16/20,0.07715414597920173,Yes
330,12/17/20,0.070706104960767,Yes
331,12/18/20,0.09160665171017612,Yes
332,12/19/20,0.0,Yes
333,12/20/20,0.0,Yes
334,12/21/20,0.15008371336011864,Yes
335,12/22/20,0.049027346364305426,Yes
336,12/23/20,0.04269047846687819,Yes
337,12/24/20,0.0519178475105003,Yes
338,12/25/20,0.0,Yes
339,12/26/20,0.0,Yes
340,12/27/20,0.0,Yes
341,12/28/20,0.259700410673509,Yes
342,12/29/20,0.01745417999817676,Yes
343,12/30/20,0.05058377005841036,Yes
344,12/31/20,0.05325192496259025,Yes
345,01/01/21,0.0,Yes
346,01/02/21,0.11628708457384009,Yes
347,01/03/21,0.0,Yes
348,01/04/21,0.13196249463589693,Yes
349,01/05/21,0.07192900929184945,Yes
350,01/06/21,0.07370777922796938,Yes
351,01/07/21,0.09194017107319861,Yes
352,01/08/21,0.09338542164629604,Yes
353,01/09/21,0.0,Yes
354,01/10/21,0.0,Yes
355,01/11/21,0.2225685882570056,Yes
356,01/12/21,0.11206250597555525,Yes
357,01/13/21,0.09005022801607118,Yes
358,01/14/21,0.024013394137618983,Yes
359,01/15/21,0.04068936228874328,Yes
360,01/16/21,0.0,Yes
361,01/17/21,0.0,Yes
362,01/18/21,0.20478088889580634,Yes
363,01/19/21,0.06347985209527982,Yes
364,01/20/21,0.04913851948531292,Yes
365,01/21/21,0.047359749549192996,Yes
366,01/22/21,0.050472596937402865,Yes
367,01/23/21,0.0,Yes
368,01/24/21,0.0,Yes
369,01/25/21,0.17554235807083507,Yes
370,01/26/21,0.033129590060233596,Yes
371,01/27/21,0.0684826425406171,Yes
372,01/28/21,0.04369103655594565,Yes
373,01/29/21,0.033129590060233596,Yes
374,01/30/21,0.0,Yes
375,01/31/21,0.0,Yes
376,02/01/21,0.11717646954190004,Yes
377,02/02/21,0.061478735917144894,Yes
378,02/03/21,0.011784350826794502,Yes
379,02/04/21,0.02757093400985883,Yes
380,02/05/21,0.036020091206428476,Yes
381,02/06/21,0.0,Yes
382,02/07/21,0.0,Yes
383,02/08/21,0.11839937387298248,Yes
384,02/09/21,0.02223462420149906,Yes
385,02/10/21,0.020455854265379134,Yes
386,02/11/21,0.021901104838476574,Yes
387,02/12/21,0.020678200507394124,Yes
388,02/13/21,0.0,Yes
389,02/14/21,0.0,Yes
390,02/15/21,0.07404129859099187,Yes
391,02/16/21,0.006781560381457213,Yes
392,02/17/21,0.01156200458477951,Yes
393,02/18/21,0.013118428278884443,Yes
394,02/19/21,0.027793280251873824,Yes
395,02/20/21,0.0,Yes
396,02/21/21,0.0,Yes
397,02/22/21,0.061256389675129905,Yes
398,02/23/21,0.03657595681146595,Yes
399,02/24/21,0.029683223309001243,Yes
400,02/25/21,0.02034468114437164,Yes
401,02/26/21,0.013896640125936912,Yes
402,02/27/21,0.0,Yes
403,02/28/21,0.0,Yes
404,03/01/21,0.06236812088520485,Yes
405,03/02/21,0.010450273374704557,Yes
406,03/03/21,0.00733742598649469,Yes
407,03/04/21,0.019455296176311674,Yes
408,03/05/21,0.015786583183064334,Yes
409,03/06/21,0.0,Yes
410,03/07/21,0.0,Yes
411,03/08/21,0.04091170853075827,Yes
412,03/09/21,0.014118986367951902,Yes
413,03/10/21,0.00733742598649469,Yes
414,03/11/21,0.015675410062056836,Yes
415,03/12/21,0.022568143564521543,Yes
416,03/13/21,0.0,Yes
417,03/14/21,0.0,Yes
418,03/15/21,0.05792119604490504,Yes
419,03/16/21,0.013118428278884443,Yes
420,03/17/21,0.008004464712539662,Yes
421,03/18/21,0.02634802967877638,Yes
422,03/19/21,0.02434691350064147,Yes
423,03/20/21,0.0,Yes
424,03/21/21,0.0,Yes
425,03/22/21,0.06570331451542973,Yes
426,03/23/21,0.016898314393139283,Yes
427,03/24/21,0.026459202799783883,Yes
428,03/25/21,0.03035026203504622,Yes
429,03/26/21,0.03424132127030855,Yes
430,03/27/21,0.0,Yes
431,03/28/21,0.0,Yes
432,03/29/21,0.07115079744479699,Yes
433,03/30/21,0.04124522789378075,Yes
434,03/31/21,0.015230717578026857,Yes
435,04/01/21,0.026236856557768886,Yes
436,04/02/21,0.03368545566527107,Yes
437,04/03/21,0.0,Yes
438,04/04/21,0.0,Yes
439,04/05/21,0.05536421426173265,Yes
440,04/06/21,0.03268489757620362,Yes
441,04/07/21,0.019010603692281695,Yes
442,04/08/21,0.01589775630407183,Yes
443,04/09/21,0.03802120738456339,Yes
444,04/10/21,0.0,Yes
445,04/11/21,0.0,Yes
446,04/12/21,0.06781560381457212,Yes
447,04/13/21,0.026014510315753896,Yes
448,04/14/21,0.04124522789378075,Yes
449,04/15/21,0.017009487514146777,Yes
450,04/16/21,0.026014510315753896,Yes
451,04/17/21,0.0,Yes
452,04/18/21,0.0,Yes
453,04/19/21,0.056698291713822596,Yes
454,04/20/21,0.013229601399891941,Yes
455,04/21/21,0.01845473808724422,Yes
456,04/22/21,0.019232949934296684,Yes
457,04/23/21,0.022679316685529038,Yes
458,04/24/21,0.0,Yes
459,04/25/21,0.0,Yes
460,04/26/21,0.06070052407009244,Yes
461,04/27/21,0.008004464712539662,Yes
462,04/28/21,0.019677642418326667,Yes
463,04/29/21,0.01156200458477951,Yes
464,04/30/21,0.02201227795948407,Yes
465,05/01/21,0.0,Yes
466,05/02/21,0.0,Yes
467,05/03/21,0.03891059235262335,Yes
468,05/04/21,0.014341332609966891,Yes
469,05/05/21,0.01612010254608682,Yes
470,05/06/21,0.02201227795948407,Yes
471,05/07/21,0.014230159488959396,Yes
472,05/08/21,0.0,Yes
473,05/09/21,0.0,Yes
474,05/10/21,0.02934970394597876,Yes
475,05/11/21,0.012117870189816988,Yes
476,05/12/21,0.005002790445337288,Yes
477,05/13/21,0.016898314393139283,Yes
478,05/14/21,0.01589775630407183,Yes
479,05/15/21,0.0,Yes
480,05/16/21,0.0,Yes
481,05/17/21,0.017787699361199248,Yes
482,05/18/21,0.004002232356269831,Yes
483,05/19/21,0.005113963566344784,Yes
484,05/20/21,0.008115637833547157,Yes
485,05/21/21,0.004113405477277326,Yes
486,05/22/21,0.0,Yes
487,05/23/21,0.0,Yes
488,05/24/21,0.013340774520899436,Yes
489,05/25/21,0.007115079744479698,Yes
490,05/26/21,0.0028905011461948776,Yes
491,05/27/21,0.006448041018434727,Yes
492,05/28/21,0.004891617324329792,Yes
493,05/29/21,0.0,Yes
494,05/30/21,0.0,Yes
495,05/31/21,0.0,Yes
496,06/01/21,0.007003906623472203,Yes
497,06/02/21,0.004446924840299812,Yes
498,06/03/21,0.0028905011461948776,Yes
499,06/04/21,0.003335193630224859,Yes
500,06/05/21,0.0,Yes
501,06/06/21,0.0,Yes
502,06/07/21,0.006003348534404746,Yes
503,06/08/21,0.0028905011461948776,Yes
504,06/09/21,0.004002232356269831,Yes
505,06/10/21,0.00044469248402998114,Yes
506,06/11/21,0.0003335193630224859,Yes
507,06/12/21,0.0,Yes
508,06/13/21,0.0,Yes
509,06/14/21,0.003446366751232354,Yes
510,06/15/21,0.0016675968151124295,Yes
511,06/16/21,0.000778211847052467,Yes
512,06/17/21,0.0010005580890674578,Yes
513,06/18/21,0.001556423694104934,Yes
514,06/19/21,0.0,Yes
515,06/20/21,0.0,Yes
516,06/21/21,0.0018899430571274198,Yes
517,06/22/21,0.0013340774520899435,Yes
518,06/23/21,0.0008893849680599623,Yes
519,06/24/21,0.004780444203322297,Yes
520,06/25/21,0.005336309808359774,Yes
521,06/26/21,0.0,Yes
522,06/27/21,0.0,Yes
523,06/28/21,0.003112847388209868,Yes
524,06/29/21,0.001111731210074953,Yes
525,06/30/21,0.0017787699361199246,Yes
526,07/01/21,0.00011117312100749528,Yes
527,07/02/21,0.002556981783172392,Yes
528,07/03/21,0.0,Yes
529,07/04/21,0.0,Yes
530,07/05/21,0.0,Yes
531,07/06/21,0.005002790445337288,Yes
532,07/07/21,0.002556981783172392,Yes
533,07/08/21,0.0013340774520899435,Yes
534,07/09/21,0.004335751719292316,Yes
535,07/10/21,0.0,Yes
536,07/11/21,0.0,Yes
537,07/12/21,0.002223462420149906,Yes
538,07/13/21,0.006003348534404746,Yes
539,07/14/21,0.006336867897427232,Yes
540,07/15/21,0.0037798861142548396,Yes
541,07/16/21,0.006114521655412241,Yes
542,07/17/21,0.0,Yes
543,07/18/21,0.0,Yes
544,07/19/21,0.013896640125936912,Yes
545,07/20/21,0.0065592141394422215,Yes
546,07/21/21,0.007226252865487193,Yes
547,07/22/21,0.012451389552839472,Yes
548,07/23/21,0.008115637833547157,Yes
549,07/24/21,0.0,Yes
550,07/25/21,0.0,Yes
551,07/26/21,0.0188994305712742,Yes
552,07/27/21,0.010005580890674576,Yes
553,07/28/21,0.012229043310824483,Yes
554,07/29/21,0.012006697068809491,Yes
555,07/30/21,0.013563120762914426,Yes
556,07/31/21,0.0,Yes
557,08/01/21,0.0,Yes
558,08/02/21,0.04335751719292317,Yes
559,08/03/21,0.012229043310824483,Yes
560,08/04/21,0.016564795030116798,Yes
561,08/05/21,0.020678200507394124,Yes
562,08/06/21,0.02201227795948407,Yes
563,08/07/21,0.0,Yes
564,08/08/21,0.0,Yes
565,08/09/21,0.04546980649206557,Yes
566,08/10/21,0.006448041018434727,Yes
567,08/11/21,0.031017300761091188,Yes
568,08/12/21,0.024013394137618983,Yes
569,08/13/21,0.013229601399891941,Yes
570,08/14/21,0.0,Yes
571,08/15/21,0.0,Yes
572,08/16/21,0.04313517095090817,
573,08/17/21,0.029572050187993748,
574,08/18/21,0.015341890699034352,
575,08/19/21,0.015453063820041846,
576,08/20/21,0.013118428278884443,
577,08/21/21,0.0,
578,08/22/21,0.0,
579,08/23/21,0.05036142381639537,
580,08/24/21,0.020900546749409114,
581,08/25/21,0.013785467004929415,
582,08/26/21,0.022456970443514048,
583,08/27/21,0.024902779105678945,
584,08/28/21,0.0,
585,08/29/21,0.0,
586,08/30/21,0.037687688021540905,
587,08/31/21,0.03413014814930105,
588,09/01/21,0.029572050187993748,
589,09/02/21,0.02056702738638663,
590,09/03/21,0.02178993171746908,
591,09/04/21,0.0,
592,09/05/21,0.0,
593,09/06/21,0.0,
594,09/07/21,0.04280165158788569,
595,09/08/21,0.02434691350064147,
596,09/09/21,0.015119544457019359,
597,09/10/21,0.016787141272131788,
598,09/11/21,0.0,
599,09/12/21,0.0,
600,09/13/21,0.03735416865851842,
601,09/14/21,0.039577631078668324,
602,09/15/21,0.005781002292389755,
603,09/16/21,0.02612568343676139,
604,09/17/21,0.036242437448443465,
605,09/18/21,0.0,
606,09/19/21,0.0,
607,09/20/21,0.04913851948531292,
608,09/21/21,0.013563120762914426,
609,09/22/21,0.015230717578026857,
610,09/23/21,0.017009487514146777,
611,09/24/21,0.01589775630407183,
612,09/25/21,0.0,
613,09/26/21,0.0,
614,09/27/21,0.04424690216098313,
615,09/28/21,0.015453063820041846,
616,09/29/21,0.009560888406644595,
617,09/30/21,0.0027793280251873823,
618,10/01/21,0.023568701653589003,
619,10/02/21,0.0,
620,10/03/21,0.0,
621,10/04/21,0.02790445337288132,
622,10/05/21,0.011673177705787005,
623,10/06/21,0.010339100253697062,
624,10/07/21,0.019788815539334162,
625,10/08/21,0.011895523947801996,
626,10/09/21,0.0,
627,10/10/21,0.0,
628,10/11/21,0.0,
629,10/12/21,0.029572050187993748,
630,10/13/21,0.0046692710823148026,
631,10/14/21,0.03246255133418863,
632,10/15/21,0.014341332609966891,
633,10/16/21,0.0,
634,10/17/21,0.0,
635,10/18/21,0.0353530524803835,
636,10/19/21,0.03212903197116614,
637,10/20/21,0.014897198215004369,
638,10/21/21,0.012562562673846969,
639,10/22/21,0.012340216431831978,
640,10/23/21,0.0,
641,10/24/21,0.0,
642,10/25/21,0.028460318977918793,
643,10/26/21,0.008449157196569641,
644,10/27/21,0.012451389552839472,
645,10/28/21,0.012451389552839472,
646,10/29/21,0.011784350826794502,
647,10/30/21,0.0,
648,10/31/21,0.0,
649,11/01/21,0.020900546749409114,
